sourceProject,sourceScenarioKey,sourceCaseKey,caseKey,caseName,caseWeight,scenarioKey,scenario,directionalScore,legalStability,rightsProtection,democraticResponsiveness,independenceAccountabilityBalance,legitimacy,partisanAlignment,shadowDocketAbuse,constitutionalConflict,reversalRate
Supreme Court Simulator Design,current-us-like,recusal-pressure-campaign,scd__recusal-pressure-campaign,Supreme Court Simulator Design: Recusal Pressure Campaign,0.850,scd__current-us-like,Supreme Court Simulator Design: Stylized current U.S.-like supreme court,0.507,0.521,0.634,0.590,0.596,0.409,0.077,0.390,0.625,0.084
Supreme Court Simulator Design,term-limited-balanced,recusal-pressure-campaign,scd__recusal-pressure-campaign,Supreme Court Simulator Design: Recusal Pressure Campaign,0.850,scd__term-limited-balanced,Supreme Court Simulator Design: 18-year staggered terms + regular appointments,0.513,0.512,0.613,0.624,0.660,0.580,0.084,0.141,0.584,0.141
Supreme Court Simulator Design,nonpartisan-commission,recusal-pressure-campaign,scd__recusal-pressure-campaign,Supreme Court Simulator Design: Recusal Pressure Campaign,0.850,scd__nonpartisan-commission,Supreme Court Simulator Design: Nonpartisan commission appointments,0.513,0.517,0.610,0.621,0.664,0.589,0.055,0.141,0.582,0.137
Supreme Court Simulator Design,expanded-court-fifteen,recusal-pressure-campaign,scd__recusal-pressure-campaign,Supreme Court Simulator Design: Recusal Pressure Campaign,0.850,scd__expanded-court-fifteen,Supreme Court Simulator Design: Expanded 15-seat court,0.511,0.519,0.611,0.620,0.665,0.594,0.053,0.139,0.577,0.137
Supreme Court Simulator Design,supermajority-review,recusal-pressure-campaign,scd__recusal-pressure-campaign,Supreme Court Simulator Design: Recusal Pressure Campaign,0.850,scd__supermajority-review,Supreme Court Simulator Design: 60 percent invalidation threshold,0.526,0.554,0.595,0.604,0.655,0.558,0.075,0.129,0.574,0.106
Supreme Court Simulator Design,recusal-and-emergency-reform,recusal-pressure-campaign,scd__recusal-pressure-campaign,Supreme Court Simulator Design: Recusal Pressure Campaign,0.850,scd__recusal-and-emergency-reform,Supreme Court Simulator Design: Peer recusal + reasoned emergency docket,0.511,0.514,0.608,0.621,0.661,0.587,0.084,0.138,0.580,0.141
Supreme Court Simulator Design,panel-en-banc,recusal-pressure-campaign,scd__recusal-pressure-campaign,Supreme Court Simulator Design: Recusal Pressure Campaign,0.850,scd__panel-en-banc,Supreme Court Simulator Design: Three-judge panels with en banc correction,0.511,0.520,0.608,0.622,0.663,0.623,0.089,0.143,0.582,0.136
Supreme Court Simulator Design,cross-checking-courts,recusal-pressure-campaign,scd__recusal-pressure-campaign,Supreme Court Simulator Design: Recusal Pressure Campaign,0.850,scd__cross-checking-courts,Supreme Court Simulator Design: Supreme court with cross-checking constitutional court,0.506,0.556,0.581,0.591,0.660,0.592,0.046,0.132,0.598,0.087
Supreme Court Simulator Design,dual-supreme-courts,recusal-pressure-campaign,scd__recusal-pressure-campaign,Supreme Court Simulator Design: Recusal Pressure Campaign,0.850,scd__dual-supreme-courts,Supreme Court Simulator Design: Dual supreme courts with disagreement filter,0.478,0.481,0.609,0.625,0.659,0.602,0.044,0.132,0.614,0.146
Supreme Court Simulator Design,comparative-constitutional-senates,recusal-pressure-campaign,scd__recusal-pressure-campaign,Supreme Court Simulator Design: Recusal Pressure Campaign,0.850,scd__comparative-constitutional-senates,Supreme Court Simulator Design: Comparative 16-seat constitutional senates,0.517,0.558,0.603,0.606,0.663,0.618,0.051,0.134,0.578,0.099
Supreme Court Simulator Design,constitutional-council,recusal-pressure-campaign,scd__recusal-pressure-campaign,Supreme Court Simulator Design: Recusal Pressure Campaign,0.850,scd__constitutional-council,Supreme Court Simulator Design: Pre-enactment constitutional council,0.502,0.519,0.621,0.659,0.677,0.659,0.068,0.141,0.610,0.134
Supreme Court Simulator Design,legislative-override,recusal-pressure-campaign,scd__recusal-pressure-campaign,Supreme Court Simulator Design: Recusal Pressure Campaign,0.850,scd__legislative-override,Supreme Court Simulator Design: Judicial review with legislative supermajority override,0.508,0.508,0.616,0.637,0.665,0.589,0.042,0.139,0.608,0.135
Supreme Court Simulator Design,accountability-retention-court,recusal-pressure-campaign,scd__recusal-pressure-campaign,Supreme Court Simulator Design: Recusal Pressure Campaign,0.850,scd__accountability-retention-court,Supreme Court Simulator Design: Retention-election accountability court,0.513,0.522,0.599,0.640,0.663,0.584,0.057,0.140,0.598,0.132
Supreme Court Simulator Design,emergency-restraint-court,recusal-pressure-campaign,scd__recusal-pressure-campaign,Supreme Court Simulator Design: Recusal Pressure Campaign,0.850,scd__emergency-restraint-court,Supreme Court Simulator Design: No emergency relief without merits review,0.512,0.476,0.630,0.646,0.691,0.674,0.062,0.035,0.583,0.182
Supreme Court Simulator Design,randomized-merits-panels,recusal-pressure-campaign,scd__recusal-pressure-campaign,Supreme Court Simulator Design: Recusal Pressure Campaign,0.850,scd__randomized-merits-panels,Supreme Court Simulator Design: Randomized merits panels with en banc correction,0.510,0.520,0.612,0.622,0.663,0.626,0.086,0.143,0.583,0.136
Supreme Court Simulator Design,mandatory-written-emergency-reasoning,recusal-pressure-campaign,scd__recusal-pressure-campaign,Supreme Court Simulator Design: Recusal Pressure Campaign,0.850,scd__mandatory-written-emergency-reasoning,Supreme Court Simulator Design: Mandatory written emergency reasoning,0.513,0.533,0.599,0.612,0.657,0.573,0.086,0.107,0.581,0.130
Supreme Court Simulator Design,automatic-merits-follow-up,recusal-pressure-campaign,scd__recusal-pressure-campaign,Supreme Court Simulator Design: Recusal Pressure Campaign,0.850,scd__automatic-merits-follow-up,Supreme Court Simulator Design: Automatic merits follow-up for emergency relief,0.510,0.476,0.623,0.645,0.687,0.646,0.076,0.045,0.577,0.190
Supreme Court Simulator Design,strong-recusal-enforcement,recusal-pressure-campaign,scd__recusal-pressure-campaign,Supreme Court Simulator Design: Recusal Pressure Campaign,0.850,scd__strong-recusal-enforcement,Supreme Court Simulator Design: Independent recusal enforcement with substitutes,0.510,0.518,0.612,0.623,0.666,0.611,0.052,0.141,0.583,0.140
Supreme Court Simulator Design,jurisdiction-stripping-constraints,recusal-pressure-campaign,scd__recusal-pressure-campaign,Supreme Court Simulator Design: Recusal Pressure Campaign,0.850,scd__jurisdiction-stripping-constraints,Supreme Court Simulator Design: Jurisdiction stripping constrained by rights carveouts,0.511,0.512,0.610,0.630,0.665,0.587,0.043,0.143,0.601,0.135
Supreme Court Simulator Design,legislative-override-window,recusal-pressure-campaign,scd__recusal-pressure-campaign,Supreme Court Simulator Design: Recusal Pressure Campaign,0.850,scd__legislative-override-window,Supreme Court Simulator Design: Time-limited legislative override window,0.507,0.511,0.614,0.636,0.663,0.586,0.041,0.141,0.607,0.138
Supreme Court Simulator Design,constitutional-remand,recusal-pressure-campaign,scd__recusal-pressure-campaign,Supreme Court Simulator Design: Recusal Pressure Campaign,0.850,scd__constitutional-remand,Supreme Court Simulator Design: Constitutional remand before invalidation,0.523,0.569,0.613,0.644,0.678,0.633,0.057,0.140,0.583,0.096
Supreme Court Simulator Design,public-interest-litigation-filter,recusal-pressure-campaign,scd__recusal-pressure-campaign,Supreme Court Simulator Design: Recusal Pressure Campaign,0.850,scd__public-interest-litigation-filter,Supreme Court Simulator Design: Public-interest litigation filter,0.514,0.521,0.618,0.624,0.666,0.599,0.054,0.139,0.580,0.131
Supreme Court Simulator Design,emergency-integrity-package,recusal-pressure-campaign,scd__recusal-pressure-campaign,Supreme Court Simulator Design: Recusal Pressure Campaign,0.850,scd__emergency-integrity-package,Supreme Court Simulator Design: Emergency integrity package,0.507,0.479,0.627,0.643,0.692,0.675,0.052,0.044,0.578,0.183
Supreme Court Simulator Design,remand-override-window-package,recusal-pressure-campaign,scd__recusal-pressure-campaign,Supreme Court Simulator Design: Recusal Pressure Campaign,0.850,scd__remand-override-window-package,Supreme Court Simulator Design: Constitutional remand with override window,0.523,0.584,0.604,0.634,0.677,0.623,0.054,0.105,0.577,0.093
Supreme Court Simulator Design,panel-jurisdiction-safeguards,recusal-pressure-campaign,scd__recusal-pressure-campaign,Supreme Court Simulator Design: Recusal Pressure Campaign,0.850,scd__panel-jurisdiction-safeguards,Supreme Court Simulator Design: Random panels with jurisdiction safeguards,0.508,0.531,0.602,0.621,0.663,0.626,0.086,0.130,0.598,0.122
Supreme Court Simulator Design,council-concrete-hybrid,recusal-pressure-campaign,scd__recusal-pressure-campaign,Supreme Court Simulator Design: Recusal Pressure Campaign,0.850,scd__council-concrete-hybrid,Supreme Court Simulator Design: Constitutional council with concrete-review backstop,0.510,0.542,0.618,0.647,0.681,0.660,0.052,0.138,0.596,0.115
Supreme Court Simulator Design,judicial-electorate-selection,recusal-pressure-campaign,scd__recusal-pressure-campaign,Supreme Court Simulator Design: Recusal Pressure Campaign,0.850,scd__judicial-electorate-selection,Supreme Court Simulator Design: Judicial electorate selection court,0.507,0.521,0.614,0.621,0.666,0.603,0.049,0.143,0.581,0.138
Supreme Court Simulator Design,current-us-like,court-expansion-retaliation,scd__court-expansion-retaliation,Supreme Court Simulator Design: Court Expansion Retaliation,0.850,scd__current-us-like,Supreme Court Simulator Design: Stylized current U.S.-like supreme court,0.488,0.487,0.627,0.592,0.583,0.398,0.094,0.395,0.642,0.104
Supreme Court Simulator Design,term-limited-balanced,court-expansion-retaliation,scd__court-expansion-retaliation,Supreme Court Simulator Design: Court Expansion Retaliation,0.850,scd__term-limited-balanced,Supreme Court Simulator Design: 18-year staggered terms + regular appointments,0.500,0.491,0.600,0.622,0.647,0.562,0.098,0.145,0.593,0.173
Supreme Court Simulator Design,nonpartisan-commission,court-expansion-retaliation,scd__court-expansion-retaliation,Supreme Court Simulator Design: Court Expansion Retaliation,0.850,scd__nonpartisan-commission,Supreme Court Simulator Design: Nonpartisan commission appointments,0.493,0.481,0.602,0.628,0.650,0.577,0.072,0.145,0.601,0.182
Supreme Court Simulator Design,expanded-court-fifteen,court-expansion-retaliation,scd__court-expansion-retaliation,Supreme Court Simulator Design: Court Expansion Retaliation,0.850,scd__expanded-court-fifteen,Supreme Court Simulator Design: Expanded 15-seat court,0.489,0.481,0.601,0.625,0.650,0.580,0.071,0.144,0.597,0.176
Supreme Court Simulator Design,supermajority-review,court-expansion-retaliation,scd__court-expansion-retaliation,Supreme Court Simulator Design: Court Expansion Retaliation,0.850,scd__supermajority-review,Supreme Court Simulator Design: 60 percent invalidation threshold,0.505,0.516,0.593,0.610,0.639,0.543,0.100,0.138,0.596,0.142
Supreme Court Simulator Design,recusal-and-emergency-reform,court-expansion-retaliation,scd__court-expansion-retaliation,Supreme Court Simulator Design: Court Expansion Retaliation,0.850,scd__recusal-and-emergency-reform,Supreme Court Simulator Design: Peer recusal + reasoned emergency docket,0.492,0.484,0.600,0.624,0.647,0.571,0.096,0.147,0.596,0.173
Supreme Court Simulator Design,panel-en-banc,court-expansion-retaliation,scd__court-expansion-retaliation,Supreme Court Simulator Design: Court Expansion Retaliation,0.850,scd__panel-en-banc,Supreme Court Simulator Design: Three-judge panels with en banc correction,0.492,0.484,0.603,0.627,0.652,0.614,0.100,0.145,0.600,0.176
Supreme Court Simulator Design,cross-checking-courts,court-expansion-retaliation,scd__court-expansion-retaliation,Supreme Court Simulator Design: Court Expansion Retaliation,0.850,scd__cross-checking-courts,Supreme Court Simulator Design: Supreme court with cross-checking constitutional court,0.492,0.536,0.572,0.592,0.650,0.589,0.050,0.134,0.615,0.095
Supreme Court Simulator Design,dual-supreme-courts,court-expansion-retaliation,scd__court-expansion-retaliation,Supreme Court Simulator Design: Court Expansion Retaliation,0.850,scd__dual-supreme-courts,Supreme Court Simulator Design: Dual supreme courts with disagreement filter,0.458,0.446,0.603,0.632,0.646,0.597,0.048,0.138,0.633,0.190
Supreme Court Simulator Design,comparative-constitutional-senates,court-expansion-retaliation,scd__court-expansion-retaliation,Supreme Court Simulator Design: Court Expansion Retaliation,0.850,scd__comparative-constitutional-senates,Supreme Court Simulator Design: Comparative 16-seat constitutional senates,0.496,0.519,0.595,0.613,0.650,0.608,0.059,0.138,0.599,0.141
Supreme Court Simulator Design,constitutional-council,court-expansion-retaliation,scd__court-expansion-retaliation,Supreme Court Simulator Design: Court Expansion Retaliation,0.850,scd__constitutional-council,Supreme Court Simulator Design: Pre-enactment constitutional council,0.487,0.495,0.606,0.659,0.665,0.639,0.080,0.144,0.620,0.166
Supreme Court Simulator Design,legislative-override,court-expansion-retaliation,scd__court-expansion-retaliation,Supreme Court Simulator Design: Court Expansion Retaliation,0.850,scd__legislative-override,Supreme Court Simulator Design: Judicial review with legislative supermajority override,0.489,0.482,0.604,0.640,0.651,0.575,0.045,0.149,0.625,0.168
Supreme Court Simulator Design,accountability-retention-court,court-expansion-retaliation,scd__court-expansion-retaliation,Supreme Court Simulator Design: Court Expansion Retaliation,0.850,scd__accountability-retention-court,Supreme Court Simulator Design: Retention-election accountability court,0.489,0.478,0.592,0.654,0.649,0.576,0.075,0.145,0.625,0.174
Supreme Court Simulator Design,emergency-restraint-court,court-expansion-retaliation,scd__court-expansion-retaliation,Supreme Court Simulator Design: Court Expansion Retaliation,0.850,scd__emergency-restraint-court,Supreme Court Simulator Design: No emergency relief without merits review,0.495,0.448,0.615,0.650,0.679,0.661,0.076,0.038,0.598,0.227
